File Name,Pitch Data,Normalized Pitch Data
26.mid,"72,72,74,77,74,72,72,74,72,71,69,67,69,67,65,67,67,69,65,65,69,69,67,65,67,67,69,72,72,74,72,71,69,69,69,67,69,67,65,65","0.6071428571428571,0.6071428571428571,0.6785714285714286,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.35714285714285715,0.35714285714285715,0.5,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715"
27.mid,"60,65,65,67,65,67,65,65,67,71,69,72,67,67,65,65,67,69,67,67,69,65,64,62,65,67,71,67,71,69,67,65,72,72,65,67,71,69,65","0.17857142857142858,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.6071428571428571,0.6071428571428571,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.5,0.35714285714285715"
28.mid,"62,65,67,69,67,67,67,69,69,69,67,69,72,67,67,65,67,69,65,67,69,67,69,72,69,67,69,67,65,67,69,67,67,67,72,71,72,74,72,72,71,69,71,71,71,72,69,69,67,69,69,67,69,67,69,67,65,67,65,65,67,69,65,64,62,65,60,62,64,65,64,65,64,62,65,64,62,64,65,67,69,69,67,67,69,69,69,67,69,72,67,67,65,69,65,67,69,72,72,71,69,67,65,67,69,67,69,72,69,69,69,74,72,72,71,69,71,71,71,72,69,69,67,69,69,67,67,69,67,67,69,67,67,69,67,71,72,69,67,65,67,69,67,69,67,67,67,71,72,74,72,72,76,74,72,72,71,69,69,71,72,71,69,72,69,67,69,67","0.25,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.5,0.5,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6071428571428571,0.5,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855"
29.mid,"67,74,77,72,72,71,69,72,74,76,74,76,77,79,77,77,76,74,72,74,76,77,76,77,76,74,74,72,74,72,74,72,74,72,71,72,71,69,67,69,69,67,67,72,72,72,72,72,71,69,74,72,74,76,74,67,69,69,67,69,67,65,67,69,67,69,71,72,71,69,69,71,72,71,69,69,67,67,69,72,69,67,69,69,67,74,72,74,79,76,77,79,76,77,74,76,77,76,74,72,77,74,76,77,76,77,76,74,74,72,74,76,77,76,77,76,74,72,74,76,74,76,79,76,74,72,71,72,72,74,74,72,71,72,71,69,67,69,67,65,65,69,71,72,72,74,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,67,65,65,69,72,72,72,71,72,69,67,65,67,67,74,72,74,72,72,76,74,72,72,71,69,69,71,72,71,69,72,69,67,69,67","0.42857142857142855,0.6785714285714286,0.7857142857142857,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.75,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.75,0.7857142857142857,0.75,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.8571428571428571,0.75,0.7857142857142857,0.8571428571428571,0.75,0.7857142857142857,0.6785714285714286,0.75,0.7857142857142857,0.75,0.6785714285714286,0.6071428571428571,0.7857142857142857,0.6785714285714286,0.75,0.7857142857142857,0.75,0.7857142857142857,0.75,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.75,0.7857142857142857,0.75,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.75,0.8571428571428571,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855"
30.mid,"64,62,67,69,67,69,72,72,72,72,69,69,71,72,71,69,67,67,69,71,72,71,69,72,72,67,67,65,65,64,65,65,64,65,69,69,69,71,72,67,65,67,65,65,65,62,65,67,65,64,65,65,64,64,65,67,69,67,67,67,69,69,69,67,69,67,67,65,67,72,72,71,71,69,72,69,71,72,71,69,67,69,69,67,67,69,72,74,72,74,71,72,69,69,67,69,72,69,67,69,67,67,69,67,67,65,69,69,69,71,72,67,67,67,65,65,64,62,64,65,62,67,69,67,67,62,64,62,64,67,62,64,62,64,67,69,65,67,69,67,64,67,64,65,65,64","0.32142857142857145,0.25,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.5,0.5,0.5,0.5714285714285714,0.6071428571428571,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.5,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5,0.5,0.5,0.5714285714285714,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.25,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.25,0.32142857142857145,0.25,0.32142857142857145,0.42857142857142855,0.25,0.32142857142857145,0.25,0.32142857142857145,0.42857142857142855,0.5,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145"
31.mid,"67,69,72,69,69,69,67,65","0.42857142857142855,0.5,0.6071428571428571,0.5,0.5,0.5,0.42857142857142855,0.35714285714285715"
32.mid,"64,65,67,67,67,65,67,69,69,67,67,67,67,69,72,67,69,67,65,65,69,72,72,72,71,69,72,67,69,67,69,67,64,65,69,65,64,62,62,65,67,69,67,67","0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.5,0.35714285714285715,0.32142857142857145,0.25,0.25,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855"
33.mid,"67,67,72,71,69,67,67,71,72,76,72,76,72,71,69,72,72,72,69,72,67,67,67,67,65,67,69,72,76,72,74,72,69,72,69,69,67,67,65,64,65,67,69,69,67,67,67,69,67,69,67,65,67,65,65,65,69,72,72,71,72,69,67,65,67,69,69,67,67","0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.6071428571428571,0.75,0.6071428571428571,0.75,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.75,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.6071428571428571,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855"
34.mid,"67,67,67,72,69,69,67,67,74,74,71,72,74,76,74,72,72,71,69,71,72,74,72,69,67,67,67,69,67,69,67,69,67,69,72,69,67,67,69,67,65,67,67,69,67,65,65,65,69,72,72,71,72,69,72,69,67,67,67,65,64,62,62,65,67,69,67,67","0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5,0.5,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.25,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855"
35.mid,"60,62,62,65,69,72,69,69,69,67,69,67,65,64,65,67,65,62,62,67,65,65,64,65,62,60,65,65,67,67,65,65,67,69,69,69,69,67,69,67,65,67,67,69,72,71,67,71,67,62,62,62,67,65,64,65,62,60,64,65,67,65,64,62,62,69,69,69,67,67,65,67,69,67,65,62","0.17857142857142858,0.25,0.25,0.35714285714285715,0.5,0.6071428571428571,0.5,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.25,0.25,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.25,0.25,0.25,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.25,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.25"
36.mid,"67,71,72,74,76,74,72,74,77,77,76,74,76,74,74,76,77,79,77,76,74,76,74,76,72,71,69,71,72,74,72,69,67,67,74,74,76,74,72,71,69","0.42857142857142855,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.7857142857142857,0.7857142857142857,0.75,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.75,0.6785714285714286,0.75,0.6785714285714286,0.75,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5"
37.mid,"65,65,65,64,67,67,69,64,65,62,60,60,65,65,65,65,64,67,69,69,69,67,67,65,65","0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.42857142857142855,0.5,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715"
38.mid,"60,65,65,67,65,67,65,65","0.17857142857142858,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715"
39.mid,"64,62,67,69,72,69,72,72,72,67,69,67,69,72,72,74,72,72,71,72,72,71,72,72,72,71,72,71,69,72,71,74,71,72,72,69,72,74,72,71,72,72,71,72,69,69,76,76,76,74,76,79,74,74,72,71,72,72,71,72,72,72,74,72,71,69,67,67,69,71,72,71,69,69,72,69,72,69,71,72,71,69,67,69,69,67,67,62,67,69,72,69,71,72,71,69,67,69,69,67,69,72,74,72,69,67,69,72,71,69,69,67,69,67,67,62,65,64,67,64,65,65,64","0.32142857142857145,0.25,0.42857142857142855,0.5,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5714285714285714,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5,0.5,0.75,0.75,0.75,0.6785714285714286,0.75,0.8571428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.5,0.6071428571428571,0.5,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.25,0.42857142857142855,0.5,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5714285714285714,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.25,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145"
